-3728,-16112,-340,-1165,-1385,-33
-3848,-16132,-1724,-814,338,-169
-3200,-16604,-284,-384,-487,-53
-3624,-15992,-448,-293,475,-94
-3352,-16320,-1180,-705,365,63
-3468,-16180,-780,-441,143,-9
-3264,-16096,-716,-529,15,-68
-3520,-16168,-516,-511,-478,-53
-3412,-16124,-560,-429,-329,-11
-3248,-16272,-124,236,-419,44
-2844,-16716,-308,4223,-1846,-140
6672,-4572,13848,30260,-18067,-14466
-23040,24232,11840,8794,8588,4023
5012,18148,2756,122,-570,4214
-2504,10784,14012,-12529,4937,-1153
-8872,-1476,13552,-4902,-2255,-4755
-3852,316,14276,-761,-538,2207
-3408,-264,15432,131,-227,-509
-4204,760,16396,-418,-44,384
-4368,1008,15972,-669,-286,-37
-4308,1064,15992,-726,-322,-664
-4116,784,16204,-700,-1724,-628
-3468,924,15440,-621,-452,115
-3108,1380,14792,-786,-378,466
-3596,1448,15636,-846,-213,125
-2936,2268,14648,-426,-435,354
-3836,-140,15416,-275,-401,-269



 